CustomerID,Amount,Frequency,Recency,R,F,M,RFM_Segment,RFM_Score,Robust RFM Level
12507.0,674.1600000000001,22,133,1,1,2,112,4,Bronze
12508.0,397.88,68,25,2,2,2,222,6,Silver
12509.0,154.3,7,283,1,1,1,111,3,Bronze
12510.0,691.45,33,142,1,2,2,122,5,Bronze
12512.0,132.18,31,65,2,2,1,221,5,Bronze
12513.0,622.19,36,84,2,2,2,222,6,Silver
12514.0,990.28,51,266,1,2,2,122,5,Bronze
12515.0,317.1,16,352,1,1,1,111,3,Bronze
12516.0,817.2800000000001,26,77,2,2,2,222,6,Silver
12517.0,2452.35,281,27,2,3,3,233,8,Gold
12518.0,2006.43,124,0,3,3,3,333,9,Gold
12519.0,315.24,17,63,2,1,1,211,4,Bronze
12520.0,2542.89,155,78,2,3,3,233,8,Gold
12521.0,580.88,38,142,1,2,2,122,5,Bronze
12522.0,192.72,12,38,2,1,1,211,4,Bronze
12523.0,1832.77,110,1,3,3,3,333,9,Gold
12524.0,3123.2200000000003,144,8,3,3,3,333,9,Gold
12526.0,1283.06,71,0,3,2,3,323,8,Gold
12527.0,324.71000000000004,18,81,2,1,1,211,4,Bronze
12528.0,1829.93,95,8,3,3,3,333,9,Gold
12530.0,1513.43,68,59,2,2,3,223,7,Silver
12531.0,125.22,17,14,3,1,1,311,5,Bronze
12532.0,343.23,16,29,2,1,2,212,5,Bronze
12534.0,1018.18,63,130,1,2,3,123,6,Silver
12535.0,704.05,34,91,1,2,2,122,5,Bronze
12536.0,4493.9,273,7,3,3,3,333,9,Gold
12538.0,362.55,21,28,2,1,2,212,5,Bronze
12539.0,5015.85,274,21,3,3,3,333,9,Gold
12540.0,10333.12,481,19,3,3,3,333,9,Gold
12541.0,926.28,52,29,2,2,2,222,6,Silver
12544.0,372.1,20,29,2,1,2,212,5,Bronze
12545.0,909.1899999999999,50,74,2,2,2,222,6,Silver
12546.0,1118.3,70,46,2,2,3,223,7,Silver
12547.0,207.79999999999998,8,197,1,1,1,111,3,Bronze
12548.0,95.19999999999999,5,165,1,1,1,111,3,Bronze
12550.0,863.23,57,78,2,2,2,222,6,Silver
12551.0,168.0,10,357,1,1,1,111,3,Bronze
12552.0,356.22,20,38,2,1,2,212,5,Bronze
12553.0,3542.4900000000002,196,7,3,3,3,333,9,Gold
12556.0,599.56,119,49,2,3,2,232,7,Silver
12557.0,1233.6000000000001,33,15,3,2,3,323,8,Gold
12558.0,443.92,22,1,3,1,2,312,6,Silver
12559.0,468.56,22,310,1,1,2,112,4,Bronze
12560.0,1953.23,111,4,3,3,3,333,9,Gold
12561.0,238.85,16,302,1,1,1,111,3,Bronze
12562.0,3281.26,168,7,3,3,3,333,9,Gold
12564.0,441.3,21,260,1,1,2,112,4,Bronze
12565.0,160.67,10,281,1,1,1,111,3,Bronze
12566.0,341.0,20,72,2,1,2,212,5,Bronze
12567.0,8722.27,463,22,3,3,3,333,9,Gold
12569.0,3876.8,191,1,3,3,3,333,9,Gold
12571.0,519.61,34,39,2,2,2,222,6,Silver
12572.0,978.52,62,8,3,2,2,322,7,Silver
12573.0,160.54000000000002,28,226,1,2,1,121,4,Bronze
12574.0,218.45,11,315,1,1,1,111,3,Bronze
12576.0,1324.68,89,35,2,3,3,233,8,Gold
12577.0,665.0,147,34,2,3,2,232,7,Silver
12578.0,2429.76,120,20,3,3,3,333,9,Gold
12579.0,454.52,31,72,2,2,2,222,6,Silver
12580.0,415.7,24,246,1,1,2,112,4,Bronze
12581.0,197.71,15,39,2,1,1,211,4,Bronze
12582.0,428.16,22,238,1,1,2,112,4,Bronze
12583.0,5977.320000000001,251,2,3,3,3,333,9,Gold
12584.0,2450.2000000000003,126,3,3,3,3,333,9,Gold
12585.0,1742.79,97,233,1,3,3,133,7,Silver
12586.0,213.94000000000003,12,16,3,1,1,311,5,Bronze
12587.0,136.0,4,7,3,1,1,311,5,Bronze
12588.0,213.3,10,38,2,1,1,211,4,Bronze
12589.0,618.48,35,28,2,2,2,222,6,Silver
12590.0,2614.0800000000004,70,189,1,2,3,123,6,Silver
12591.0,407.25,26,316,1,2,2,122,5,Bronze
12592.0,437.6,18,91,1,1,2,112,4,Bronze
12593.0,417.0,21,108,1,1,2,112,4,Bronze
12594.0,3023.09,119,37,2,3,3,233,8,Gold
12596.0,499.23,27,50,2,2,2,222,6,Silver
12597.0,3459.91,214,18,3,3,3,333,9,Gold
12598.0,2799.86,133,9,3,3,3,333,9,Gold
12599.0,1001.98,62,28,2,2,3,223,7,Silver
12600.0,1588.64,65,28,2,2,3,223,7,Silver
12601.0,545.8100000000001,29,189,1,2,2,122,5,Bronze
12602.0,153.12,12,58,2,1,1,211,4,Bronze
12603.0,76.80000000000001,2,21,3,1,1,311,5,Bronze
12604.0,254.18,16,78,2,1,1,211,4,Bronze
12605.0,7.5,3,364,1,1,1,111,3,Bronze
12607.0,3156.62,202,57,2,3,3,233,8,Gold
12609.0,1075.25,60,77,2,2,3,223,7,Silver
12610.0,1940.29,111,22,3,3,3,333,9,Gold
12611.0,1086.52,65,51,2,2,3,223,7,Silver
12612.0,628.24,21,57,2,1,2,212,5,Bronze
12613.0,3226.98,163,30,2,3,3,233,8,Gold
12614.0,315.6,20,277,1,1,1,111,3,Bronze
12615.0,2066.59,105,1,3,3,3,333,9,Gold
12616.0,706.85,36,84,2,2,2,222,6,Silver
12617.0,352.98,41,28,2,2,2,222,6,Silver
12618.0,175.71,11,21,3,1,1,311,5,Bronze
12619.0,2212.4300000000003,95,15,3,3,3,333,9,Gold
12620.0,1337.81,92,14,3,3,3,333,9,Gold
12621.0,9775.15,474,1,3,3,3,333,9,Gold
12622.0,180.1,11,231,1,1,1,111,3,Bronze
12623.0,304.5,18,275,1,1,1,111,3,Bronze
12624.0,641.13,38,105,1,2,2,122,5,Bronze
12625.0,1973.22,91,211,1,3,3,133,7,Silver
12626.0,5881.88,307,22,3,3,3,333,9,Gold
12627.0,4232.63,230,10,3,3,3,333,9,Gold
12628.0,791.71,43,3,3,2,2,322,7,Silver
12630.0,1107.68,64,9,3,2,3,323,8,Gold
12631.0,518.9,31,56,2,2,2,222,6,Silver
12633.0,1713.53,103,58,2,3,3,233,8,Gold
12635.0,1585.98,101,89,2,3,3,233,8,Gold
12637.0,5751.34,386,66,2,3,3,233,8,Gold
12638.0,550.09,39,32,2,2,2,222,6,Silver
12639.0,404.5,22,238,1,1,2,112,4,Bronze
12640.0,1056.92,53,23,3,2,3,323,8,Gold
12641.0,184.3,10,114,1,1,1,111,3,Bronze
12642.0,887.74,47,24,2,2,2,222,6,Silver
12643.0,815.8400000000001,24,127,1,1,2,112,4,Bronze
12644.0,477.91,31,129,1,2,2,122,5,Bronze
12645.0,1623.78,74,33,2,3,3,233,8,Gold
12646.0,1154.8500000000001,45,4,3,2,3,323,8,Gold
12647.0,2766.76,127,21,3,3,3,333,9,Gold
12648.0,311.7,21,154,1,1,1,111,3,Bronze
12649.0,595.01,33,106,1,2,2,122,5,Bronze
12650.0,224.44,20,2,3,1,1,311,5,Bronze
12651.0,114.0,9,334,1,1,1,111,3,Bronze
12652.0,829.4300000000001,51,321,1,2,2,122,5,Bronze
12653.0,1158.02,43,148,1,2,3,123,6,Silver
12654.0,601.98,38,10,3,2,2,322,7,Silver
12656.0,3053.6200000000003,130,16,3,3,3,333,9,Gold
12657.0,1455.9,56,10,3,2,3,323,8,Gold
12658.0,669.25,36,18,3,2,2,322,7,Silver
12659.0,91.68,5,29,2,1,1,211,4,Bronze
12660.0,245.1,13,10,3,1,1,311,5,Bronze
12662.0,3879.28,232,0,3,3,3,333,9,Gold
12664.0,1275.6000000000001,38,7,3,2,3,323,8,Gold
12665.0,64.25,4,324,1,1,1,111,3,Bronze
12666.0,76.80000000000001,2,358,1,1,1,111,3,Bronze
12667.0,498.53000000000003,33,57,2,2,2,222,6,Silver
12668.0,3167.5,168,6,3,3,3,333,9,Gold
12669.0,1581.33,102,150,1,3,3,133,7,Silver
12670.0,2488.8700000000003,94,9,3,3,3,333,9,Gold
12672.0,210.75,10,329,1,1,1,111,3,Bronze
12673.0,603.32,42,4,3,2,2,322,7,Silver
12674.0,1762.68,90,11,3,3,3,333,9,Gold
12676.0,1133.39,45,24,2,2,3,223,7,Silver
12678.0,5615.610000000001,167,41,2,3,3,233,8,Gold
12679.0,1020.01,56,51,2,2,3,223,7,Silver
12680.0,862.81,52,0,3,2,2,322,7,Silver
12681.0,12232.53,646,14,3,3,3,333,9,Gold
12682.0,10454.67,524,3,3,3,3,333,9,Gold
12683.0,6970.1900000000005,362,3,3,3,3,333,9,Gold
12684.0,2108.79,105,7,3,3,3,333,9,Gold
12685.0,2708.28,157,27,2,3,3,233,8,Gold
12686.0,89.14,7,371,1,1,1,111,3,Bronze
12688.0,3772.4100000000003,171,113,1,3,3,133,7,Silver
12689.0,1205.45,72,25,2,2,3,223,7,Silver
12690.0,361.81,16,205,1,1,2,112,4,Bronze
12691.0,734.6,32,27,2,2,2,222,6,Silver
12693.0,826.0600000000001,41,120,1,2,2,122,5,Bronze
12694.0,775.9200000000001,37,69,2,2,2,222,6,Silver
12695.0,528.1,27,6,3,2,2,322,7,Silver
12697.0,841.11,43,20,3,2,2,322,7,Silver
12700.0,4636.07,270,7,3,3,3,333,9,Gold
12701.0,797.71,53,79,2,2,2,222,6,Silver
12702.0,219.0,12,19,3,1,1,311,5,Bronze
12703.0,292.4,22,63,2,1,1,211,4,Bronze
12704.0,1903.68,90,6,3,3,3,333,9,Gold
12705.0,6238.74,348,14,3,3,3,333,9,Gold
12707.0,545.32,33,291,1,2,2,122,5,Bronze
12708.0,2794.8,174,29,2,3,3,233,8,Gold
12709.0,6085.17,256,2,3,3,3,333,9,Gold
12710.0,1133.87,79,96,1,3,3,133,7,Silver
12712.0,3592.63,142,22,3,3,3,333,9,Gold
12713.0,782.1,38,0,3,2,2,322,7,Silver
12714.0,4341.6,259,8,3,3,3,333,9,Gold
12715.0,301.76,20,105,1,1,1,111,3,Bronze
12716.0,1037.89,69,3,3,2,3,323,8,Gold
12717.0,944.63,56,150,1,2,2,122,5,Bronze
12718.0,238.25,19,70,2,1,1,211,4,Bronze
12719.0,681.8000000000001,42,4,3,2,2,322,7,Silver
12720.0,5570.86,359,2,3,3,3,333,9,Gold
12721.0,2594.48,164,31,2,3,3,233,8,Gold
12722.0,1026.73,57,84,2,2,3,223,7,Silver
12723.0,689.82,69,3,3,2,2,322,7,Silver
12724.0,1003.21,53,4,3,2,3,323,8,Gold
12725.0,410.20000000000005,24,370,1,1,2,112,4,Bronze
12726.0,2515.86,124,27,2,3,3,233,8,Gold
12727.0,3068.58,141,10,3,3,3,333,9,Gold
12728.0,832.73,46,70,2,2,2,222,6,Silver
12729.0,453.01,26,113,1,2,2,122,5,Bronze
12731.0,9175.95,277,23,3,3,3,333,9,Gold
12732.0,234.66000000000003,12,179,1,1,1,111,3,Bronze
12733.0,345.85,22,233,1,1,2,112,4,Bronze
12734.0,93.60000000000001,4,352,1,1,1,111,3,Bronze
12735.0,744.92,43,314,1,2,2,122,5,Bronze
12736.0,153.60000000000002,4,332,1,1,1,111,3,Bronze
12738.0,155.35,11,371,1,1,1,111,3,Bronze
12739.0,723.54,38,77,2,2,2,222,6,Silver
12740.0,427.6,27,63,2,2,2,222,6,Silver
12743.0,540.13,131,133,1,3,2,132,6,Silver
12744.0,6622.700000000001,229,51,2,3,3,233,8,Gold
12747.0,2678.69,103,1,3,3,3,333,9,Gold
12748.0,27780.52,4458,0,3,3,3,333,9,Gold
12749.0,4139.54,231,3,3,3,3,333,9,Gold
12750.0,273.6,15,128,1,1,1,111,3,Bronze
12752.0,1725.6200000000001,53,80,2,2,3,223,7,Silver
12753.0,7589.790000000001,230,3,3,3,3,333,9,Gold
12754.0,653.6700000000001,65,235,1,2,2,122,5,Bronze
12755.0,111.9,6,249,1,1,1,111,3,Bronze
12756.0,89.28,4,86,2,1,1,211,4,Bronze
12757.0,4214.35,370,15,3,3,3,333,9,Gold
12758.0,2402.13,97,116,1,3,3,133,7,Silver
12759.0,1518.24,95,51,2,3,3,233,8,Gold
12762.0,1416.7700000000002,69,7,3,2,3,323,8,Gold
12763.0,375.28000000000003,18,137,1,1,2,112,4,Bronze
12764.0,1235.93,45,316,1,2,3,123,6,Silver
12766.0,6327.91,310,3,3,3,3,333,9,Gold
12769.0,800.34,32,238,1,2,2,122,5,Bronze
12770.0,460.80000000000007,12,210,1,1,2,112,4,Bronze
12772.0,790.87,55,59,2,2,2,222,6,Silver
12775.0,1373.04,67,16,3,2,3,323,8,Gold
12778.0,818.03,51,19,3,2,2,322,7,Silver
12779.0,3652.0,159,20,3,3,3,333,9,Gold
12781.0,842.82,30,20,3,2,2,322,7,Silver
12782.0,2112.82,107,4,3,3,3,333,9,Gold
12783.0,1592.67,86,1,3,3,3,333,9,Gold
12784.0,515.22,57,8,3,2,2,322,7,Silver
12785.0,296.99,15,2,3,1,1,311,5,Bronze
12787.0,434.86,20,9,3,1,2,312,6,Silver
12789.0,90.30000000000001,4,64,2,1,1,211,4,Bronze
12790.0,323.52000000000004,21,191,1,1,1,111,3,Bronze
12791.0,53.400000000000006,2,373,1,1,1,111,3,Bronze
12792.0,382.94,25,256,1,2,2,122,5,Bronze
12793.0,500.28000000000003,24,334,1,1,2,112,4,Bronze
12794.0,832.8100000000001,45,52,2,2,2,222,6,Silver
12795.0,334.98,14,18,3,1,2,312,6,Silver
12797.0,313.88,17,359,1,1,1,111,3,Bronze
12798.0,307.20000000000005,8,9,3,1,1,311,5,Bronze
12802.0,442.58,26,183,1,2,2,122,5,Bronze
12808.0,483.65000000000003,28,36,2,2,2,222,6,Silver
12809.0,448.66,26,167,1,2,2,122,5,Bronze
12811.0,514.85,31,260,1,2,2,122,5,Bronze
12812.0,229.64000000000001,15,44,2,1,1,211,4,Bronze
12814.0,76.80000000000001,2,101,1,1,1,111,3,Bronze
12815.0,939.0600000000001,47,147,1,2,2,122,5,Bronze
12816.0,527.45,29,95,1,2,2,122,5,Bronze
12817.0,142.24,4,280,1,1,1,111,3,Bronze
12818.0,483.80000000000007,16,177,1,1,2,112,4,Bronze
12820.0,942.34,59,2,3,2,2,322,7,Silver
12821.0,92.72,6,213,1,1,1,111,3,Bronze
12822.0,912.7800000000001,47,70,2,2,2,222,6,Silver
12823.0,192.00000000000003,5,74,2,1,1,211,4,Bronze
12824.0,387.82,25,59,2,2,2,222,6,Silver
12826.0,1481.32,94,2,3,3,3,333,9,Gold
12827.0,424.0,25,5,3,2,2,322,7,Silver
12828.0,1003.6600000000001,56,2,3,2,3,323,8,Gold
12829.0,277.45000000000005,12,321,1,1,1,111,3,Bronze
12830.0,1497.6000000000001,39,37,2,2,3,223,7,Silver
12831.0,211.45,9,261,1,1,1,111,3,Bronze
12832.0,383.03,27,31,2,2,2,222,6,Silver
12833.0,417.38,24,144,1,1,2,112,4,Bronze
12834.0,312.38,18,282,1,1,1,111,3,Bronze
12836.0,2504.7000000000003,174,58,2,3,3,233,8,Gold
12837.0,134.1,12,172,1,1,1,111,3,Bronze
12838.0,671.95,120,33,2,3,2,232,7,Silver
12839.0,5515.17,316,2,3,3,3,333,9,Gold
12840.0,2655.67,116,143,1,3,3,133,7,Silver
12841.0,3979.86,433,4,3,3,3,333,9,Gold
12842.0,790.8100000000001,34,69,2,2,2,222,6,Silver
12843.0,1660.3600000000001,108,65,2,3,3,233,8,Gold
12844.0,325.96000000000004,52,28,2,2,1,221,5,Bronze
12845.0,148.59000000000003,27,266,1,2,1,121,4,Bronze
12847.0,828.49,84,21,3,3,2,332,8,Gold
12849.0,850.49,48,30,2,2,2,222,6,Silver
12851.0,131.81,47,96,1,2,1,121,4,Bronze
12852.0,323.35,20,289,1,1,1,111,3,Bronze
12853.0,1807.9,84,107,1,3,3,133,7,Silver
12854.0,1240.94,114,78,2,3,3,233,8,Gold
12855.0,38.1,3,372,1,1,1,111,3,Bronze
12856.0,2174.11,314,7,3,3,3,333,9,Gold
12857.0,1049.8500000000001,46,210,1,2,3,123,6,Silver
12863.0,182.0,6,51,2,1,1,211,4,Bronze
12864.0,66.0,3,137,1,1,1,111,3,Bronze
12865.0,1588.39,96,25,2,3,3,233,8,Gold
12866.0,524.77,26,282,1,2,2,122,5,Bronze
12867.0,3983.09,547,25,2,3,3,233,8,Gold
12868.0,1607.0600000000002,107,185,1,3,3,133,7,Silver
12870.0,14.899999999999999,2,365,1,1,1,111,3,Bronze
12871.0,212.64000000000001,11,83,2,1,1,211,4,Bronze
12872.0,597.07,66,326,1,2,2,122,5,Bronze
12873.0,153.60000000000002,4,281,1,1,1,111,3,Bronze
12875.0,76.80000000000001,2,142,1,1,1,111,3,Bronze
12876.0,1879.42,85,57,2,3,3,233,8,Gold
12877.0,1413.3700000000001,154,3,3,3,3,333,9,Gold
12878.0,868.34,49,17,3,2,2,322,7,Silver
12879.0,304.37,12,44,2,1,1,211,4,Bronze
12881.0,141.4,7,275,1,1,1,111,3,Bronze
12882.0,499.20000000000005,13,8,3,1,2,312,6,Silver
12883.0,703.47,42,24,2,2,2,222,6,Silver
12884.0,177.45000000000002,7,87,2,1,1,211,4,Bronze
12885.0,1183.77,72,62,2,2,3,223,7,Silver
12886.0,1405.71,86,67,2,3,3,233,8,Gold
12888.0,219.15000000000003,7,213,1,1,1,111,3,Bronze
12890.0,370.12,79,23,3,3,2,332,8,Gold
12891.0,115.20000000000002,3,185,1,1,1,111,3,Bronze
12893.0,176.55,31,30,2,2,1,221,5,Bronze
12895.0,398.3,24,41,2,1,2,212,5,Bronze
12897.0,144.90000000000003,4,204,1,1,1,111,3,Bronze
12901.0,3426.61,125,8,3,3,3,333,9,Gold
12902.0,138.68,10,264,1,1,1,111,3,Bronze
12904.0,483.46,71,17,3,2,2,322,7,Silver
12906.0,1703.93,63,11,3,2,3,323,8,Gold
12908.0,153.60000000000002,4,58,2,1,1,211,4,Bronze
12909.0,1695.91,96,39,2,3,3,233,8,Gold
12910.0,2154.52,75,22,3,3,3,333,9,Gold
12912.0,891.6000000000001,24,2,3,1,2,312,6,Silver
12913.0,1438.97,50,4,3,2,3,323,8,Gold
12915.0,363.65,22,148,1,1,2,112,4,Bronze
12916.0,2389.9,105,138,1,3,3,133,7,Silver
12917.0,76.80000000000001,2,127,1,1,1,111,3,Bronze
12919.0,1172.06,52,7,3,2,3,323,8,Gold
12920.0,162.78,27,16,3,2,1,321,6,Silver
12921.0,15187.460000000001,741,3,3,3,3,333,9,Gold
12922.0,405.38,28,160,1,2,2,122,5,Bronze
12923.0,172.82,28,63,2,2,1,221,5,Bronze
12924.0,617.95,31,87,2,2,2,222,6,Silver
12925.0,694.05,45,4,3,2,2,322,7,Silver
12928.0,1819.5,84,34,2,3,3,233,8,Gold
12929.0,130.6,9,121,1,1,1,111,3,Bronze
12930.0,421.7,27,77,2,2,2,222,6,Silver
12931.0,3840.1600000000008,102,21,3,3,3,333,9,Gold
12933.0,594.68,107,23,3,3,2,332,8,Gold
12935.0,2158.75,130,1,3,3,3,333,9,Gold
12936.0,923.5,63,16,3,2,2,322,7,Silver
12937.0,1395.07,120,14,3,3,3,333,9,Gold
12938.0,114.14,9,25,2,1,1,211,4,Bronze
12939.0,1804.8000000000002,47,63,2,2,3,223,7,Silver
12940.0,924.34,100,45,2,3,2,232,7,Silver
12942.0,675.6,70,130,1,2,2,122,5,Bronze
12943.0,3.75,1,300,1,1,1,111,3,Bronze
12944.0,603.11,30,35,2,2,2,222,6,Silver
12945.0,443.35,23,287,1,1,2,112,4,Bronze
12947.0,1573.09,103,143,1,3,3,133,7,Silver
12948.0,2067.8,118,15,3,3,3,333,9,Gold
12949.0,4154.9400000000005,219,30,2,3,3,233,8,Gold
12950.0,732.2,23,1,3,1,2,312,6,Silver
12951.0,1086.07,65,8,3,2,3,323,8,Gold
12952.0,1392.74,80,5,3,3,3,333,9,Gold
12953.0,329.85,17,9,3,1,1,311,5,Bronze
12955.0,4130.88,183,0,3,3,3,333,9,Gold
12956.0,108.07,19,305,1,1,1,111,3,Bronze
12957.0,3993.7400000000002,244,3,3,3,3,333,9,Gold
12962.0,266.39,16,6,3,1,1,311,5,Bronze
12963.0,1836.18,96,7,3,3,3,333,9,Gold
